state,District_Key,confirmed,active,recovered,deceased,migrated_other,density,urbans,full_immunes,elderlies,hh_more_than_4,cold_chain_points,storage_cap_lits,temp,covid_index,dist_index
West Bengal,WB_Alipurduar,0.01974312483484167,70,7391,0.007741347905282332,0,558.7939698492462,60.253891153480005,143.10327999999996,16.0684,1746.1630233725766,0.19494263109049573,0.19494263109049573,0.39210347754175123,0.012362782780746782,0.2145258415681064
West Bengal,WB_Bankura,0.028701574269575023,434,10449,0.007923497267759563,0,581.0922266782911,127.46505101419464,302.73010649279996,33.992151984,3693.948300970948,0.4123944850880594,0.4123944850880594,0.2760649012956349,0.015080346325777,0.28319606193815106
West Bengal,WB_Paschim Bardhaman,0.038685640578845604,703,13942,0.012841530054644808,0,1999.2629270118528,102.14916598526771,242.60475833040002,27.240957012000003,2960.2917437726423,0.3304886506025721,0.3304886506025721,0.3319456486308493,0.022288625264390637,0.3134759300151998
West Bengal,WB_Purba Bardhaman,0.030951652106569964,533,11205,0.00837887067395264,0,989.7131573716181,171.38801105715848,407.04734690879997,45.70544846399999,4966.8395157263785,0.5545007828248747,0.5545007828248747,0.27070835007783306,0.016104033350254943,0.3336632550403949
West Bengal,WB_Birbhum,0.024099380182046992,400,8730,0.007377049180327869,0,856.9096466446645,124.13673239727257,294.8253338408,33.104561924,3597.493337024005,0.4016261981630283,0.4016261981630283,0.306109498443593,0.013333503396271344,0.2968027591581477
West Bengal,WB_Cooch Behar,0.029831845927228293,393,10941,0.006193078324225865,0,926.7585946265132,100.04910521777659,237.617103952,26.68091656,2899.431799479789,0.32369421187625264,0.32369421187625264,0.2075995679024771,0.013592312473731731,0.2787934300210065
West Bengal,WB_Dakshin Dinajpur,0.020946654840676173,104,7835,0.006102003642987249,0,851.1567897388913,59.22358505822086,140.6562980904,15.793639812,1716.3046628276254,0.1916092267709842,0.1916092267709842,0.29131160509399373,0.011305598796446057,0.2263097673581609
West Bengal,WB_Darjeeling,0.044881203739315395,545,16414,0.017759562841530054,0,650.4737402349953,65.28806831588786,155.05947486559998,17.410905367999998,1892.053916820636,0.2112299732459707,0.2112299732459707,0.3957015713010587,0.02823243804937656,0.2261663542284122
West Bengal,WB_Hooghly,0.07227197685036196,1000,26179,0.040437158469945354,0,1949.4038005716104,195.66171642992248,464.6975133976,52.178716828,5670.293615548656,0.6330347978253121,0.6330347978253121,0.559513662586951,0.054059905483031585,0.3794834454126811
West Bengal,WB_Howrah,0.0883495679065642,1028,31774,0.08797814207650273,0,3670.0078091342875,171.6044288567956,407.56134021919996,45.763162376000004,4973.111322444445,0.5552009708868975,0.5552009708868975,0.9957959519343176,0.08816365939366022,0.40253569705026215
West Bengal,WB_Jalpaiguri,0.036294278784644,452,13268,0.013843351548269581,0,691.0355869600128,137.15469191137805,325.74305001999994,36.576168100000004,3974.7549396878094,0.4437438976265377,0.4437438976265377,0.3814196620467538,0.02241504986402505,0.29716202904786443
West Bengal,WB_Jhargram,0.007548226232244662,69,2797,0.0017304189435336976,0,416.0109861751152,40.28319969570904,95.6727921632,10.742651696,1167.4106422870916,0.13033038675331807,0.13033038675331807,0.22924842079343885,0.003614082686153452,0.1752030888091999
West Bengal,WB_Kalimpong,0.0053792558521646525,48,1985,0.00209471766848816,0,265.4894724857685,8.919064516261184,21.1828209328,2.378520184,258.47526795736593,0.028856325631102662,0.028856325631102662,0.38940658820777785,0.0033567874935490974,0.08702965480152251
West Bengal,WB_Kolkata,0.3122715582312295,4452,112043,0.2602914389799636,0,24209.95267857143,159.0234518274144,377.6814595336001,42.40808990800001,4608.513510318971,0.5144970641873379,0.5144970641873379,0.8335419352768084,0.2850993041810559,0.5162609125694969
